price,age
20.0,7
20.0,7
28.0,7
24.0,8
14.0,8
25.0,2
14.0,2
39.0,4
14.0,2
18.0,2
23.0,2
15.0,2
20.0,3
22.0,3
20.0,3
15.0,2
30.0,4
10.0,4
10.0,3
36.0,5
15.0,3
17.0,5
25.0,5
13.0,2
30.0,2
35.0,3
22.0,3
26.0,3
24.0,4
29.0,4
17.0,3
40.0,5
10.0,7
26.0,7
20.0,5
9.0,5
12.0,6
22.0,7
11.0,5
13.0,5
12.0,6
12.0,5
20.0,8
14.0,6
28.0,6
10.0,6
10.0,5
53.0,8
18.0,8
14.0,6
12.0,6
28.0,6
45.0,3
25.0,3
45.0,4
25.0,2
23.0,2
70.0,6
34.0,4
12.0,2
42.0,3
37.0,7
24.0,2
30.0,4
38.0,4
85.0,4
13.0,2
30.0,6
25.0,4
45.0,5
40.0,4
24.0,3
48.0,4
32.0,5
48.0,5
28.0,4
24.0,3
50.0,4
55.0,4
29.0,2
35.0,5
24.0,4
20.0,5
58.0,6
15.0,4
45.0,5
45.0,5
20.0,4
23.0,4
19.0,5
30.0,4
32.0,5
25.0,4
17.0,4
47.0,8
14.0,5
35.0,5
50.0,6
23.0,5
19.0,4
45.0,6
50.0,5
45.0,6
29.0,5
23.0,5
30.0,4
25.0,4
19.0,5
18.0,4
27.0,5
12.0,4
24.0,6
22.0,8
15.0,6
40.0,6
20.0,4
24.0,5
22.0,5
14.0,4
17.0,5
75.0,6
20.0,4
24.0,5
15.0,5
20.0,5
19.0,4
32.0,5
12.0,4
18.0,5
26.0,5
16.0,4
14.0,4
58.0,3
22.0,4
17.0,2
24.0,3
12.0,2
75.0,5
10.0,3
28.0,5
15.0,2
19.0,3
12.0,2
40.0,4
20.0,2
17.0,3
28.0,3
26.0,3
12.0,2
25.0,2
28.0,6
11.0,2
17.0,2
30.0,7
11.0,2
14.0,2
30.0,3
16.0,3
52.0,7
15.0,3
16.0,2
25.0,3
33.0,4
30.0,3
25.0,3
62.0,5
12.0,3
24.0,6
27.0,2
34.0,4
49.0,6
27.0,2
20.0,2
20.0,2
15.0,1
25.0,2
35.0,6
21.0,3
20.0,2
23.0,4
21.0,2
22.0,4
40.0,4
21.0,5
7.0,8
12.0,7
10.0,7
13.0,8
9.0,7
24.0,8
12.0,7
13.0,7
15.0,13
11.0,7
10.0,7
14.0,13
10.0,8
12.0,9
9.0,7
20.0,9
34.0,8
24.0,8
15.0,7
40.0,7
16.0,8
16.0,7
37.0,8
17.0,8
17.0,8
14.0,7
50.0,6
20.0,2
31.0,3
18.0,3
55.0,4
22.0,7
50.0,5
80.0,5
40.0,4
38.0,4
40.0,4
19.0,3
22.0,2
22.0,2
36.0,4
35.0,8
48.0,4
45.0,4
15.0,3
29.0,3
40.0,3
21.0,2
22.0,3
40.0,4
27.0,3
42.0,4
9.0,5
9.0,8
14.0,7
10.0,5
16.0,6
48.0,8
17.0,6
19.0,6
10.0,6
39.0,9
14.0,6
15.0,6
28.0,7
15.0,7
10.0,6
16.0,6
17.0,7
16.0,6
16.0,6
20.0,3
18.0,4
14.0,3
14.0,3
18.0,3
15.0,4
16.0,4
13.0,4
14.0,4
15.0,4
17.0,4
28.0,5
18.0,3
25.0,4
55.0,6
35.0,6
8.0,3
12.0,3
18.0,3
15.0,3
35.0,5
17.0,4
16.0,3
45.0,4
24.0,8
30.0,9
30.0,11
35.0,8
18.0,7
38.0,8
62.0,8
22.0,10
70.0,9
12.0,8
62.0,8
12.0,10
23.0,9
10.0,7
25.0,8
52.0,8
20.0,7
20.0,6
45.0,8
18.0,8
30.0,8
34.0,8
60.0,8
34.0,9
67.0,10
35.0,7
40.0,10
14.0,6
48.0,8
15.0,6
18.0,8
49.0,10
50.0,11
53.0,8
50.0,9
27.0,7
60.0,9
16.0,6
38.0,8
19.0,7
20.0,9
27.0,8
30.0,10
44.0,8
39.0,8
15.0,12
9.0,8
26.0,11
48.0,9
28.0,8
20.0,4
30.0,4
30.0,5
21.0,4
23.0,3
14.0,3
60.0,3
15.0,3
15.0,2
18.0,3
17.0,3
20.0,5
30.0,3
25.0,3
20.0,5
90.0,5
15.0,4
46.0,3
35.0,3
22.0,3
18.0,3
28.0,3
25.0,169
20.0,4
40.0,5
88.0,9
50.0,6
25.0,3
20.0,5
13.0,4
20.0,4
115.0,6
18.0,3
65.0,6
45.0,8
65.0,5
50.0,6
65.0,6
40.0,5
35.0,5
17.0,5
20.0,3
40.0,3
19.0,4
30.0,6
45.0,6
46.0,4
45.0,6
18.0,6
50.0,8
53.0,7
70.0,7
65.0,9
124.0,9
84.0,7
120.0,7
45.0,8
73.0,14
18.0,8
64.0,9
20.0,6
110.0,8
24.0,7
260.0,7
19.0,6
28.0,6
55.0,8
35.0,7
65.0,10
40.0,8
120.0,13
95.0,8
25.0,8
48.0,8
30.0,7
24.0,5
10.0,5
45.0,6
50.0,5
19.0,6
19.0,4
48.0,6
30.0,5
11.0,6
34.0,5
23.0,6
35.0,7
16.0,5
20.0,6
10.0,7
31.0,6
27.0,5
19.0,5
13.0,6
15.0,4
13.0,4
6.0,5
25.0,7
10.0,5
42.0,7
125.0,7
38.0,7
38.0,8
20.0,6
42.0,6
55.0,7
52.0,7
42.0,8
22.0,7
45.0,6
35.0,6
42.0,7
23.0,6
83.0,7
48.0,7
29.0,7
26.0,7
35.0,7
55.0,7
54.0,7
64.0,7
38.0,6
28.0,6
60.0,6
60.0,6
89.0,6
36.0,5
52.0,5
57.0,5
42.0,6
50.0,4
70.0,5
34.0,4
35.0,6
50.0,5
11.0,6
24.0,6
65.0,5
25.0,5
70.0,8
44.0,8
45.0,5
30.0,7
39.0,5
36.0,6
15.0,4
35.0,9
68.0,8
20.0,5
70.0,7
64.0,8
40.0,7
40.0,7
30.0,9
25.0,5
95.0,7
28.0,7
24.0,6
19.0,5
35.0,6
50.0,7
35.0,7
32.0,7
38.0,6
25.0,8
32.0,6
25.0,7
26.0,5
30.0,6
40.0,8
110.0,7
70.0,6
36.0,5
25.0,3
20.0,3
28.0,6
26.0,5
18.0,3
15.0,4
30.0,4
23.0,3
35.0,4
48.0,5
24.0,7
12.0,2
18.0,3
55.0,6
33.0,5
28.0,4
23.0,3
29.0,3
27.0,3
28.0,4
60.0,6
18.0,7
40.0,9
40.0,8
30.0,7
20.0,8
55.0,9
40.0,7
85.0,10
25.0,12
42.0,8
65.0,8
22.0,7
75.0,9
45.0,8
32.0,8
40.0,9
18.0,9
44.0,8
150.0,8
20.0,8
50.0,8
32.0,7
25.0,7
50.0,8
47.0,8
29.0,7
40.0,8
19.0,2
10.0,1
23.0,3
17.0,2
18.0,2
14.0,4
10.0,2
12.0,2
12.0,3
55.0,4
25.0,4
16.0,3
20.0,2
16.0,2
13.0,2
16.0,2
35.0,4
15.0,2
12.0,2
11.0,2
23.0,2
13.0,147
45.0,3
18.0,2
32.0,2
20.0,3
12.0,3
60.0,5
74.0,7
26.0,3
150.0,7
21.0,4
20.0,3
33.0,3
33.0,4
60.0,7
78.0,8
70.0,7
55.0,7
42.0,5
32.0,5
50.0,5
54.0,5
45.0,5
52.0,4
40.0,5
70.0,4
55.0,6
55.0,4
60.0,5
50.0,4
24.0,4
39.0,4
50.0,5
32.0,5
36.0,7
100.0,5
18.0,3
31.0,4
48.0,4
38.0,4
20.0,2
20.0,5
20.0,2
54.0,6
75.0,7
19.0,2
28.0,5
30.0,5
36.0,4
10.0,3
25.0,3
13.0,2
13.0,3
15.0,3
18.0,2
14.0,3
20.0,3
24.0,3
20.0,3
29.0,8
18.0,6
15.0,5
18.0,5
15.0,6
16.0,6
25.0,6
26.0,5
36.0,5
26.0,5
23.0,6
14.0,5
18.0,6
21.0,5
15.0,7
16.0,5
11.0,5
10.0,5
15.0,5
23.0,10
18.0,7
25.0,6
15.0,5
46.0,10
25.0,10
27.0,9
75.0,11
12.0,8
19.0,10
57.0,10
20.0,8
18.0,11
22.0,10
29.0,10
20.0,9
18.0,9
15.0,8
30.0,6
92.0,7
36.0,6
17.0,6
29.0,6
35.0,6
16.0,5
25.0,6
59.0,6
51.0,6
20.0,6
25.0,5
25.0,7
14.0,5
75.0,7
65.0,8
75.0,7
42.0,6
29.0,5
17.0,6
30.0,3
12.0,2
13.0,3
26.0,4
149.0,6
16.0,2
9.0,3
9.0,2
9.0,2
12.0,3
10.0,2
11.0,2
9.0,2
14.0,2
12.0,3
9.0,3
19.0,3
14.0,3
20.0,3
18.0,2
45.0,6
11.0,1
22.0,2
10.0,2
35.0,2
34.0,4
12.0,8
40.0,10
8.0,7
11.0,8
16.0,7
32.0,11
22.0,9
12.0,8
40.0,9
15.0,8
4.0,8
12.0,9
16.0,8
18.0,9
35.0,10
22.0,8
14.0,10
14.0,9
20.0,9
15.0,7
14.0,16
8.0,16
7.0,15
11.0,16
39.0,16
21.0,18
10.0,15
18.0,16
10.0,16
15.0,15
18.0,17
18.0,16
14.0,17
8.0,15
13.0,16
20.0,17
20.0,17
11.0,15
10.0,17
15.0,1
35.0,2
19.0,2
25.0,2
17.0,4
12.0,3
36.0,3
12.0,2
14.0,2
35.0,4
25.0,1
19.0,4
13.0,1
16.0,2
60.0,3
29.0,3
21.0,2
41.0,5
13.0,1
20.0,2
15.0,2
16.0,3
13.0,1
17.0,3
19.0,4
30.0,3
28.0,3
20.0,3
12.0,1
50.0,7
25.0,7
10.0,5
13.0,6
9.0,5
35.0,9
60.0,7
28.0,7
36.0,6
10.0,5
16.0,5
13.0,8
24.0,11
35.0,16
17.0,11
25.0,11
10.0,13
14.0,11
30.0,11
24.0,10
53.0,14
39.0,14
15.0,10
16.0,10
30.0,11
18.0,13
17.0,10
42.0,12
13.0,11
21.0,12
18.0,11
20.0,14
22.0,16
34.0,13
100.0,13
12.0,11
15.0,6
34.0,13
37.0,8
36.0,8
42.0,7
22.0,6
20.0,6
15.0,6
22.0,6
52.0,8
30.0,7
17.0,6
16.0,7
23.0,7
24.0,7
15.0,8
30.0,6
17.0,6
35.0,10
35.0,9
13.0,7
40.0,7
20.0,5
27.0,4
25.0,3
15.0,3
20.0,5
22.0,5
10.0,3
19.0,3
30.0,6
18.0,3
30.0,5
50.0,6
22.0,3
18.0,4
15.0,4
20.0,4
30.0,5
16.0,4
19.0,5
22.0,5
48.0,7
19.0,3
13.0,4
15.0,3
15.0,3
22.0,4
38.0,6
20.0,3
13.0,4
69.0,4
13.0,5
15.0,3
26.0,4
16.0,3
24.0,3
17.0,4
17.0,3
26.0,4
30.0,4
25.0,7
12.0,4
60.0,4
17.0,3
28.0,3
20.0,4
33.0,4
30.0,4
16.0,3
25.0,3
13.0,1
20.0,1
28.0,4
125.0,4
28.0,3
28.0,1
28.0,4
11.0,0
26.0,1
65.0,4
20.0,1
25.0,1
18.0,1
22.0,1
14.0,1
13.0,1
16.0,2
23.0,3
23.0,3
18.0,2
10.0,1
25.0,4
20.0,1
250.0,7
44.0,5
20.0,6
22.0,6
35.0,7
110.0,7
55.0,6
80.0,8
37.0,7
60.0,9
110.0,7
38.0,7
50.0,6
30.0,6
34.0,5
65.0,8
50.0,8
35.0,7
28.0,6
40.0,6
90.0,6
28.0,7
45.0,5
42.0,6
54.0,6
32.0,7
68.0,6
60.0,7
80.0,7
135.0,8
225.0,6
58.0,15
79.0,9
200.0,7
24.0,5
215.0,6
50.0,13
34.0,8
200.0,7
115.0,6
48.0,7
60.0,7
49.0,8
69.0,7
50.0,6
69.0,20
169.0,7
76.0,7
140.0,6
26.0,7
12.0,1
48.0,2
30.0,2
14.0,3
15.0,1
18.0,2
19.0,1
26.0,5
18.0,2
133.0,5
13.0,2
20.0,3
24.0,3
17.0,1
60.0,3
25.0,2
32.0,7
37.0,3
17.0,1
15.0,1
39.0,3
45.0,3
27.0,3
14.0,1
28.0,3
19.0,1
20.0,8
50.0,8
24.0,5
22.0,6
55.0,9
16.0,5
25.0,8
13.0,7
65.0,10
23.0,7
20.0,5
20.0,5
20.0,6
26.0,6
42.0,7
73.0,8
55.0,9
22.0,5
38.0,6
39.0,8
45.0,7
16.0,8
20.0,8
50.0,4
128.0,5
111.0,5
80.0,4
40.0,4
72.0,5
155.0,4
60.0,4
70.0,4
70.0,4
49.0,3
28.0,3
57.0,3
99.0,4
44.0,4
110.0,5
65.0,4
60.0,3
130.0,4
79.0,5
250.0,4
70.0,6
60.0,7
130.0,4
95.0,6
50.0,4
100.0,4
28.0,5
15.0,2
13.0,2
48.0,4
20.0,4
12.0,2
18.0,2
30.0,3
15.0,3
42.0,4
36.0,5
9.0,2
10.0,1
20.0,6
44.0,3
22.0,2
22.0,4
12.0,3
17.0,2
21.0,2
11.0,2
20.0,2
18.0,3
50.0,4
14.0,2
25.0,3
22.0,6
25.0,4
40.0,5
35.0,6
95.0,5
58.0,4
42.0,4
69.0,6
150.0,11
55.0,5
50.0,5
37.0,9
40.0,4
50.0,5
32.0,6
29.0,3
60.0,5
26.0,4
81.0,9
60.0,5
60.0,8
90.0,9
36.0,4
35.0,5
60.0,4
125.0,5
13.0,8
75.0,11
10.0,10
18.0,10
16.0,9
20.0,9
10.0,9
29.0,11
45.0,11
13.0,10
11.0,11
60.0,13
10.0,9
20.0,11
35.0,11
11.0,9
21.0,10
20.0,11
19.0,4
54.0,5
23.0,4
75.0,5
40.0,3
19.0,4
45.0,16
50.0,5
34.0,6
50.0,6
60.0,5
22.0,7
33.0,4
65.0,4
55.0,4
48.0,5
40.0,4
50.0,5
22.0,4
32.0,3
20.0,5
28.0,4
34.0,4
40.0,5
30.0,5
70.0,6
40.0,10
22.0,3
59.0,5
36.0,4
28.0,5
19.0,8
26.0,3
50.0,5
36.0,3
35.0,4
45.0,5
24.0,3
26.0,4
37.0,5
45.0,5
45.0,5
25.0,7
75.0,5
11.0,5
28.0,4
20.0,4
30.0,7
16.0,3
30.0,5
38.0,7
19.0,3
28.0,6
15.0,4
18.0,7
15.0,7
15.0,7
11.0,7
26.0,9
18.0,8
16.0,6
9.0,6
13.0,8
18.0,10
10.0,8
18.0,6
40.0,8
11.0,6
24.0,7
11.0,6
28.0,7
78.0,7
15.0,7
20.0,7
25.0,7
14.0,6
15.0,8
11.0,6
20.0,8
17.0,7
20.0,8
28.0,7
20.0,7
55.0,7
9.0,6
18.0,6
36.0,7
32.0,7
25.0,7
21.0,8
9.0,6
20.0,6
18.0,6
10.0,3
24.0,2
250.0,4
886.0,3
70.0,3
120.0,4
330.0,3
73.0,3
142.0,3
48.0,3
120.0,4
62.0,3
35.0,4
113.0,3
569.0,3
330.0,3
80.0,4
330.0,3
70.0,3
214.0,3
240.0,3
65.0,4
105.0,4
60.0,3
710.0,3
81.0,3
75.0,3
48.0,3
64.0,3
135.0,12
32.0,8
14.0,6
35.0,8
65.0,8
17.0,7
35.0,7
22.0,7
13.0,7
45.0,9
13.0,7
15.0,7
40.0,7
22.0,7
30.0,9
15.0,8
12.0,7
25.0,7
20.0,7
42.0,8
20.0,4
60.0,4
42.0,5
100.0,8
75.0,4
27.0,4
55.0,4
39.0,5
90.0,5
73.0,7
80.0,4
65.0,3
26.0,3
50.0,4
35.0,5
60.0,6
60.0,9
29.0,3
60.0,4
45.0,3
29.0,6
98.0,4
60.0,6
25.0,5
30.0,6
90.0,5
62.0,3
40.0,7
25.0,6
18.0,6
20.0,6
19.0,7
65.0,8
65.0,8
65.0,10
40.0,7
42.0,8
16.0,6
20.0,7
15.0,7
19.0,7
45.0,8
35.0,7
30.0,9
15.0,7
19.0,6
43.0,7
16.0,6
24.0,8
49.0,10
13.0,6
22.0,6
30.0,7
14.0,9
23.0,7
15.0,6
16.0,6
10.0,7
13.0,5
14.0,6
72.0,10
14.0,7
10.0,7
20.0,5
22.0,6
15.0,6
16.0,5
25.0,6
17.0,5
25.0,7
20.0,5
13.0,8
17.0,9
25.0,9
40.0,9
40.0,9
55.0,10
50.0,11
13.0,10
22.0,10
34.0,11
15.0,9
36.0,9
15.0,8
13.0,8
18.0,7
30.0,7
25.0,8
17.0,7
19.0,8
50.0,9
10.0,6
25.0,9
46.0,13
18.0,8
20.0,8
35.0,8
18.0,10
13.0,8
24.0,7
54.0,8
16.0,7
30.0,8
20.0,11
25.0,7
18.0,8
19.0,7
65.0,9
10.0,6
16.0,8
19.0,9
11.0,3
10.0,4
16.0,5
16.0,3
6.0,4
13.0,4
21.0,4
17.0,3
8.0,4
13.0,4
9.0,3
9.0,3
14.0,5
19.0,6
10.0,3
15.0,3
13.0,6
25.0,4
20.0,4
30.0,5
13.0,3
14.0,5
22.0,7
15.0,3
18.0,3
12.0,3
38.0,5
17.0,5
25.0,3
15.0,3
20.0,5
40.0,5
25.0,3
23.0,3
15.0,5
18.0,3
22.0,3
16.0,4
17.0,5
35.0,5
16.0,6
24.0,3
17.0,5
50.0,5
14.0,3
12.0,3
28.0,5
42.0,4
16.0,3
35.0,5
20.0,3
16.0,3
22.0,3
44.0,10
90.0,10
56.0,9
98.0,12
63.0,17
38.0,9
90.0,10
100.0,9
20.0,7
80.0,11
20.0,8
30.0,9
54.0,9
72.0,8
15.0,7
100.0,9
22.0,7
26.0,9
17.0,7
20.0,6
55.0,8
18.0,3
26.0,5
23.0,5
14.0,5
16.0,5
13.0,6
25.0,5
20.0,6
10.0,4
15.0,3
28.0,5
9.0,5
18.0,4
15.0,5
15.0,4
20.0,7
45.0,5
37.0,5
13.0,4
42.0,7
20.0,7
12.0,4
85.0,6
22.0,5
12.0,5
15.0,4
26.0,4
15.0,4
14.0,5
14.0,2
25.0,2
60.0,3
17.0,2
40.0,5
10.0,3
85.0,5
30.0,5
12.0,2
13.0,5
20.0,4
20.0,3
28.0,3
12.0,3
15.0,2
28.0,3
20.0,2
10.0,2
35.0,3
60.0,3
16.0,2
13.0,2
15.0,3
12.0,1
12.0,12
11.0,13
24.0,12
18.0,12
15.0,11
12.0,11
18.0,11
12.0,11
13.0,11
18.0,12
11.0,10
9.0,12
9.0,10
5.0,12
10.0,12
65.0,5
19.0,6
50.0,6
150.0,5
55.0,4
18.0,4
30.0,4
20.0,3
15.0,3
13.0,3
30.0,3
30.0,4
20.0,3
19.0,3
25.0,4
25.0,4
35.0,4
20.0,5
26.0,7
36.0,6
13.0,5
56.0,6
65.0,7
75.0,8
35.0,8
20.0,7
16.0,6
28.0,6
45.0,6
40.0,7
15.0,6
45.0,6
9.0,6
30.0,7
42.0,8
20.0,5
18.0,6
25.0,9
18.0,3
12.0,4
16.0,3
50.0,5
10.0,5
25.0,4
22.0,3
19.0,5
35.0,5
25.0,5
20.0,4
13.0,3
26.0,4
22.0,3
25.0,3
17.0,5
20.0,4
28.0,6
24.0,6
27.0,5
17.0,4
28.0,6
16.0,4
45.0,5
10.0,5
16.0,4
16.0,5
22.0,4
40.0,6
16.0,7
12.0,5
18.0,7
50.0,9
23.0,5
32.0,6
30.0,5
30.0,5
33.0,5
45.0,5
50.0,5
42.0,5
23.0,5
75.0,5
22.0,5
45.0,5
26.0,5
28.0,5
20.0,6
18.0,5
20.0,5
17.0,5
28.0,7
33.0,5
24.0,4
42.0,6
66.0,7
9.0,4
95.0,6
50.0,6
24.0,4
19.0,5
15.0,5
41.0,6
30.0,6
12.0,5
29.0,6
20.0,4
20.0,4
18.0,4
26.0,8
11.0,8
13.0,7
17.0,7
73.0,9
20.0,9
10.0,8
15.0,7
7.0,8
7.0,7
19.0,10
38.0,11
16.0,9
18.0,8
22.0,10
13.0,8
14.0,8
18.0,9
35.0,10
29.0,9
15.0,9
27.0,9
10.0,7
9.0,9
14.0,7
29.0,9
18.0,8
15.0,7
16.0,10
16.0,7
38.0,8
25.0,8
30.0,8
15.0,7
14.0,7
18.0,10
12.0,7
32.0,6
24.0,6
11.0,5
16.0,7
16.0,6
15.0,5
17.0,6
22.0,6
28.0,7
14.0,6
10.0,6
10.0,6
20.0,6
14.0,8
30.0,6
15.0,7
16.0,8
19.0,7
8.0,6
80.0,7
16.0,9
28.0,8
13.0,4
70.0,6
27.0,5
50.0,5
19.0,4
16.0,6
45.0,8
18.0,5
249.0,10
25.0,7
32.0,5
15.0,4
16.0,4
12.0,4
13.0,4
20.0,5
20.0,5
20.0,4
20.0,6
11.0,7
15.0,7
14.0,7
14.0,7
14.0,6
30.0,7
54.0,8
25.0,8
7.0,6
14.0,6
15.0,6
11.0,7
9.0,6
10.0,6
10.0,6
45.0,8
23.0,7
19.0,7
10.0,7
22.0,7
48.0,9
15.0,11
15.0,11
12.0,10
17.0,9
17.0,10
40.0,10
37.0,11
34.0,12
10.0,9
75.0,10
25.0,10
42.0,11
10.0,9
10.0,9
10.0,10
10.0,9
15.0,9
16.0,9
13.0,10
11.0,9
30.0,9
16.0,10
25.0,4
30.0,8
38.0,4
60.0,5
23.0,3
58.0,4
25.0,3
35.0,5
65.0,5
60.0,7
38.0,7
27.0,4
43.0,6
27.0,4
100.0,5
36.0,3
40.0,5
82.0,5
22.0,5
55.0,5
49.0,5
31.0,6
40.0,4
100.0,5
48.0,4
46.0,4
52.0,4
52.0,5
12.0,2
14.0,1
42.0,1
40.0,4
18.0,3
16.0,3
28.0,2
65.0,4
10.0,1
20.0,2
17.0,1
20.0,2
15.0,1
35.0,3
10.0,2
14.0,1
25.0,1
15.0,1
55.0,3
20.0,2
21.0,3
13.0,1
25.0,2
27.0,3
10.0,4
23.0,18
11.0,16
35.0,18
25.0,19
59.0,18
15.0,16
38.0,19
18.0,18
13.0,17
20.0,17
17.0,16
30.0,18
16.0,16
25.0,17
18.0,16
20.0,17
23.0,19
22.0,16
18.0,17
20.0,17
17.0,16
35.0,17
13.0,20
30.0,18
18.0,18
23.0,19
22.0,18
15.0,17
10.0,6
19.0,6
29.0,9
30.0,12
12.0,6
12.0,6
45.0,9
21.0,6
75.0,12
20.0,6
11.0,6
19.0,6
14.0,6
25.0,10
18.0,7
13.0,7
16.0,6
13.0,7
17.0,5
12.0,7
15.0,6
24.0,6
30.0,7
22.0,6
15.0,7
35.0,7
60.0,8
25.0,9
71.0,6
36.0,7
50.0,8
40.0,6
50.0,6
50.0,6
85.0,7
37.0,7
24.0,6
55.0,5
75.0,6
90.0,7
30.0,7
24.0,7
34.0,6
30.0,6
30.0,8
34.0,11
22.0,6
46.0,7
38.0,5
65.0,6
40.0,7
34.0,5
30.0,7
55.0,5
39.0,5
23.0,4
12.0,4
65.0,5
52.0,5
26.0,5
42.0,5
13.0,8
10.0,7
20.0,8
55.0,8
15.0,8
21.0,7
11.0,7
14.0,7
25.0,8
16.0,7
39.0,9
22.0,8
23.0,7
16.0,7
17.0,12
16.0,11
56.0,12
20.0,14
20.0,12
20.0,11
42.0,12
16.0,11
45.0,13
25.0,12
50.0,12
32.0,12
40.0,12
20.0,12
24.0,14
30.0,12
85.0,13
9.0,11
23.0,12
25.0,13
11.0,11
44.0,12
17.0,11
20.0,12
10.0,12
22.0,7
45.0,9
11.0,7
12.0,5
25.0,10
35.0,8
38.0,9
25.0,6
16.0,6
16.0,5
22.0,5
17.0,6
10.0,5
17.0,6
16.0,5
40.0,8
12.0,5
19.0,8
25.0,7
40.0,7
16.0,6
15.0,8
26.0,7
11.0,6
23.0,4
32.0,4
28.0,4
27.0,3
12.0,4
25.0,4
17.0,4
29.0,5
22.0,5
40.0,4
15.0,4
15.0,4
16.0,3
20.0,4
13.0,3
10.0,5
9.0,4
10.0,3
27.0,5
17.0,4
20.0,5
14.0,4
22.0,4
30.0,6
26.0,4
30.0,3
15.0,4
20.0,4
15.0,4
20.0,4
18.0,5
25.0,7
24.0,4
21.0,6
60.0,9
50.0,5
47.0,5
32.0,5
16.0,5
42.0,5
19.0,7
22.0,5
45.0,5
40.0,7
17.0,4
18.0,4
18.0,4
30.0,5
16.0,12
24.0,11
15.0,16
20.0,14
25.0,14
17.0,13
10.0,12
23.0,12
17.0,12
15.0,16
39.0,13
47.0,12
13.0,13
16.0,12
15.0,13
8.0,11
10.0,11
10.0,13
25.0,11
16.0,11
20.0,11
10.0,17
25.0,21
35.0,12
26.0,11
75.0,16
10.0,2
30.0,4
8.0,2
32.0,3
13.0,2
25.0,3
45.0,5
20.0,1
25.0,2
13.0,3
15.0,2
13.0,2
14.0,1
15.0,1
22.0,2
14.0,2
12.0,2
15.0,3
10.0,1
29.0,2
13.0,2
15.0,2
15.0,2
15.0,2
13.0,2
20.0,2
20.0,1
13.0,1
12.0,2
18.0,1
95.0,7
65.0,8
55.0,9
75.0,12
100.0,7
60.0,7
45.0,7
35.0,7
72.0,8
48.0,8
48.0,8
20.0,6
75.0,7
48.0,10
35.0,7
38.0,6
40.0,7
55.0,6
35.0,5
21.0,3
36.0,7
28.0,3
27.0,4
40.0,5
15.0,3
55.0,5
30.0,4
29.0,7
40.0,13
35.0,4
59.0,5
30.0,3
56.0,149
16.0,7
35.0,4
45.0,5
40.0,5
17.0,3
34.0,5
26.0,4
55.0,5
80.0,5
25.0,4
30.0,4
50.0,13
25.0,10
83.0,12
105.0,12
25.0,13
70.0,11
60.0,10
85.0,11
60.0,10
45.0,10
85.0,10
74.0,10
65.0,9
68.0,9
80.0,10
110.0,9
48.0,6
16.0,5
18.0,5
40.0,5
40.0,4
30.0,5
19.0,6
60.0,6
25.0,5
55.0,8
18.0,4
13.0,18
22.0,20
12.0,19
18.0,19
10.0,19
15.0,18
10.0,18
8.0,18
11.0,18
8.0,19
35.0,19
15.0,19
35.0,19
15.0,18
11.0,19
12.0,19
19.0,20
11.0,19
18.0,21
20.0,19
12.0,19
17.0,19
15.0,18
7.0,19
9.0,19
15.0,19
11.0,19
11.0,19
12.0,18
39.0,4
18.0,4
55.0,4
48.0,4
22.0,4
20.0,4
36.0,4
65.0,5
37.0,6
30.0,5
25.0,3
55.0,4
28.0,4
39.0,6
19.0,3
32.0,4
20.0,4
70.0,5
50.0,3
60.0,4
30.0,4
27.0,7
22.0,6
35.0,4
48.0,4
30.0,4
30.0,3
67.0,11
38.0,10
40.0,11
39.0,12
32.0,12
26.0,11
20.0,11
29.0,11
18.0,10
24.0,10
35.0,14
40.0,13
23.0,9
30.0,11
38.0,10
9.0,10
32.0,10
19.0,12
25.0,10
32.0,11
42.0,10
22.0,3
50.0,4
12.0,2
18.0,2
15.0,2
10.0,1
15.0,1
15.0,3
55.0,3
19.0,2
55.0,3
13.0,2
27.0,2
65.0,5
26.0,3
24.0,2
26.0,2
12.0,3
35.0,4
20.0,3
24.0,3
29.0,2
17.0,1
50.0,3
11.0,3
17.0,2
32.0,4
26.0,9
46.0,8
40.0,8
39.0,8
20.0,10
85.0,11
26.0,12
120.0,10
38.0,9
39.0,11
26.0,9
45.0,16
36.0,9
30.0,8
24.0,8
49.0,11
39.0,9
42.0,11
110.0,10
69.0,9
52.0,8
35.0,8
25.0,8
49.0,11
40.0,10
70.0,12
25.0,5
12.0,4
17.0,5
60.0,6
8.0,8
25.0,6
32.0,7
15.0,5
10.0,4
18.0,4
24.0,6
40.0,5
16.0,4
60.0,9
30.0,7
35.0,6
58.0,3
388.0,2
102.0,5
365.0,2
60.0,3
89.0,3
95.0,2
92.0,3
48.0,3
114.0,2
50.0,2
140.0,11
93.0,9
80.0,3
236.0,37
75.0,4
87.0,4
66.0,3
35.0,3
82.0,5
42.0,3
48.0,3
194.0,30
180.0,6
380.0,12
200.0,10
64.0,3
65.0,4
100.0,9
29.0,2
190.0,5
15.0,3
42.0,6
28.0,4
11.0,2
15.0,2
25.0,4
25.0,2
15.0,3
24.0,4
16.0,2
18.0,2
50.0,4
35.0,2
19.0,3
10.0,3
14.0,3
15.0,3
13.0,3
14.0,3
23.0,6
70.0,3
45.0,3
50.0,3
57.0,3
26.0,2
60.0,2
60.0,2
55.0,2
60.0,2
20.0,3
97.0,3
38.0,3
22.0,4
22.0,2
35.0,2
40.0,2
40.0,2
48.0,4
55.0,4
24.0,5
80.0,2
40.0,3
95.0,4
75.0,3
65.0,2
